,CAN,COMPR,D774781,D81Q1,D82Q1,D841,D84Q2,D872,D891924,D894,D911P,D92Q4,D93Q1,D971P,D98Q1,D993P,DS1,DS2,DS3,DS4,EEN,EER,FDD,GCD,GCN,GCN_YEN,GCR,GDN,GDN_DIS,GDN_DIS_YEN,GDN_YEN,GEN,GEN_YEN,GIN,GIN_OTHER,GIN_OTHER_YEN,GIN_YEN,GIX,GLN,GLN_DIS,GLN_DIS_YEN,GLN_YEN,GON,GPN,GPN_YEN,GRN,GRN_YEN,GSN,GSN_YEN,GYN,GYN_YEN,HEG,HEX,HICP,INFQ,INFT,INN,INN_YEN,ITD,ITN,ITR,KSR,LEN,LFN,LNN,LNT,LPROD,LSL,LSR,LTN,MTD,MTN,MTR,NFA,NFN,NFN_YEN,OGN,OGN_YEN,PCD,PCN,PCR,PYN,PYN_DIS,PYN_DIS_YEN,PYR,S1,S3,SCD,SCN,SCR,SSN,SSN_YEN,STN,STRQ,T931P,TBN,TBR,TDN,TDN_YEN,TFT,TIME,TIN,TIN_YEN,TKN,TKN_YEN,TRN,TRN_FIRMS,TRN_FIRMS_YEN,TRN_OTHER,TRN_OTHER_YEN,TRN_YEN,ULC,ULT,UNN,URT,URX,WIN,WLN,WLR,WRN,XTD,XTN,XTR,YED,YEN,YEN_DIS,YER,YER_DIS,YET,YFD,YFN,YGA,YIN,YIN_DIS,YWD,YWDX,YWR,YWRX
1972Q3,,"8,4909 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","1,0637 ",,"914423,1424 ","0,1759 ","25461,4916 ","0,1681 ","144761,9987 ",,,,,"61264,6899 ","0,4044 ","5707,8956 ","2421,5719 ","0,0160 ","0,0377 ",,"-2144,2551 ","0,0000 ","0,0000 ","-0,0142 ","52179,7404 ","-249,2391 ","-0,0016 ","59896,2977 ","0,4625 ","6607,4350 ","0,0436 ","32068,9266 ","0,2117 ",,,"23,1490 ","0,0160 ","0,0204 ","1895,0160 ","0,0125 ","0,1984 ","39977,2877 ","201450,6885 ","9390983,0083 ","89520,4868 ","116887,2443 ","114301,2011 ",,"6,8639 ","114516,5350 ","516496,4763 ","6,7001 ","0,2391 ","31057,6256 ","129875,8675 ",,,,"4110,4624 ","0,0271 ","0,1935 ","85558,6552 ","442250,8182 ","118794,1096 ",,,"614044,1550 ","0,0000 ","1,0000 ","1,1899 ","951,9188 ","799,9850 ","18518,3317 ","0,1222 ","4,8501 ","-0,0041 ","0,0000 ","-443,2027 ","-4716,2156 ","15501,6877 ","0,1023 ","1,1774 ","11,0000 ","17361,4781 ","0,1146 ","153,6404 ","0,0010 ","20494,5312 ","4250,6975 ","0,0281 ","1033,4861 ","0,0068 ","0,1353 ","0,1045 ",,"2586,0432 ",,"0,0221 ","81964,9322 ",,,"0,7171 ","0,2446 ","30614,4228 ","125159,6519 ","0,1931 ","151506,1507 ","0,0000 ","784547,2749 ","0,0000 ",,"0,1710 ","134144,6726 ",,"151506,1507 ","0,0000 ","0,2615 ","0,2575 ","56,8890 ","17391,8054 "
1972Q4,,"9,1195 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","1,0629 ",,"930335,8148 ","0,1773 ","25954,3957 ","0,1658 ","146378,1329 ",,,,,"62376,7343 ","0,3985 ","5773,0078 ","2038,3715 ","0,0130 ","0,0369 ",,"-1788,6650 ","0,0000 ","0,0000 ","-0,0114 ","54085,4140 ","192,3922 ","0,0012 ","62349,0513 ","0,4662 ","7622,1748 ","0,0487 ","33576,5705 ","0,2145 ",,,"23,6252 ","0,0171 ","0,0187 ","1981,0572 ","0,0127 ","0,2009 ","41437,1767 ","206240,7256 ","9503313,9038 ","90082,1449 ","117221,0044 ","114677,4341 ",,"6,9415 ","115552,6942 ","516303,7823 ","6,9638 ","0,2449 ","32889,2978 ","134304,1351 ",,,,"4272,8590 ","0,0273 ","0,1971 ","88056,6061 ","446718,9350 ","123586,3244 ",,,"626964,3319 ","-1,0000 ","-1,0000 ","-3,7951 ","731,2930 ","-192,6940 ","19334,6917 ","0,1235 ","6,3853 ","-0,0015 ","0,0000 ","349,4300 ","-3113,4198 ","16448,7145 ","0,1051 ","1,1827 ","12,0000 ","17708,7747 ","0,1131 ","161,5215 ","0,0010 ","21184,0577 ","4422,4900 ","0,0283 ","1023,3545 ","0,0065 ","0,1353 ","0,1064 ",,"2543,5703 ",,"0,0217 ","84734,7128 ",,,"0,7389 ","0,2534 ","33238,7278 ","131190,7153 ","0,1966 ","156528,9015 ","0,0000 ","796031,6798 ","0,0000 ",,"0,1744 ","138820,1268 ",,"156528,9015 ","0,0000 ","0,2673 ","0,2653 ","57,9010 ","17646,1397 "
1973Q1,,"10,5500 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","1,0478 ",,"948121,9925 ","0,1874 ","27953,6378 ","0,1698 ","149169,5171 ",,,,,"65861,6638 ","0,4001 ","5895,2818 ","2069,4564 ","0,0126 ","0,0358 ",,"-1424,5090 ","0,0000 ","0,0000 ","-0,0087 ","56687,7855 ","666,6536 ","0,0040 ","66066,4305 ","0,4663 ","7998,0825 ","0,0486 ","35951,7203 ","0,2184 ",,,"24,1220 ","0,0194 ","0,0204 ","2091,1625 ","0,0127 ","0,2073 ","43649,7523 ","210580,7670 ","9618861,5318 ","90552,4371 ","117507,1992 ","115054,2493 ",,"7,0520 ","117490,6324 ","516541,4404 ","7,1312 ","0,2513 ","34363,3473 ","136764,7695 ",,,,"4485,5435 ","0,0272 ","0,2012 ","91749,7476 ","456070,4284 ","128060,4057 ",,,"636563,7575 ","1,0000 ","0,0000 ","6,9919 ","1661,6791 ","237,6581 ","20384,2820 ","0,1238 ","6,7813 ","-0,0028 ","0,0000 ","-395,6420 ","-4701,1477 ","17796,0013 ","0,1081 ","1,1879 ","13,0000 ","18582,5989 ","0,1129 ","171,4224 ","0,0010 ","22114,7974 ","4646,5824 ","0,0282 ","1090,7455 ","0,0066 ","0,1343 ","0,1101 ",,"2452,9500 ",,"0,0209 ","89348,7904 ",,,"0,7766 ","0,2572 ","33967,7053 ","132063,6218 ","0,2029 ","164619,1748 ","0,0000 ","811357,2230 ","0,0000 ",,"0,1800 ","146036,5759 ",,"164619,1748 ","0,0000 ","0,2725 ","0,2682 ","59,9389 ","18118,2451 "
1973Q2,,"11,9389 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","1,0220 ",,"961849,7646 ","0,1893 ","28387,0992 ","0,1664 ","149962,1664 ",,,,,"68469,5026 ","0,4012 ","5983,9691 ","2862,3954 ","0,0168 ","0,0351 ",,"-1020,6423 ","0,0000 ","0,0000 ","-0,0060 ","58769,2684 ","1174,0670 ","0,0069 ","69042,1220 ","0,4704 ","9238,1262 ","0,0541 ","37625,2254 ","0,2205 ",,,"24,7067 ","0,0219 ","0,0271 ","2194,7093 ","0,0129 ","0,2141 ","45122,4030 ","210787,3887 ","9733460,3052 ","91028,9541 ","118364,0829 ","115615,6933 ","114164,4752 ","7,1028 ","118085,1924 ","518168,1242 ","7,4798 ","0,2595 ","36495,1033 ","140654,8758 ",,,,"4682,2756 ","0,0274 ","0,2067 ","95231,1058 ","460723,9402 ","132218,9465 ",,,"639669,5019 ","0,0000 ","0,0000 ","1,4813 ","2409,5403 ","1626,6839 ","21368,0390 ","0,1252 ","8,4728 ","-0,0013 ","0,0000 ","-509,5940 ","-1905,2903 ","18790,8704 ","0,1101 ","1,1928 ","14,0000 ","19165,6280 ","0,1123 ","180,8576 ","0,0011 ","22957,4170 ","4854,4513 ","0,0284 ","1229,4613 ","0,0072 ","0,1345 ","0,1129 ","0,1138 ","2748,3896 ","0,0355 ","0,0232 ","92705,6578 ",,,"0,8018 ","0,2594 ","35985,5093 ","138749,5855 ","0,2078 ","170640,5542 ","0,0000 ","821194,8889 ","0,0000 ","804743,6073 ","0,1845 ","151474,9262 ","1,0204 ","170640,5542 ","0,0000 ","0,2765 ","0,2684 ","60,3353 ","18259,9753 "
1973Q3,,"13,8021 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,9512 ",,"978503,1272 ","0,1963 ","29555,3465 ","0,1663 ","150531,7432 ",,,,,"71962,1144 ","0,4049 ","6203,1548 ","3539,2123 ","0,0199 ","0,0349 ",,"-959,4053 ","0,0000 ","0,0000 ","-0,0054 ","61271,3136 ","1367,3100 ","0,0077 ","72233,8603 ","0,4729 ","9824,8760 ","0,0553 ","39380,2225 ","0,2216 ",,,"25,2084 ","0,0251 ","0,0265 ","2326,7153 ","0,0131 ","0,2214 ","46913,6725 ","211938,6958 ","9848064,3979 ","91496,0950 ","118542,7813 ","116059,8020 ","114459,5014 ","7,1728 ","119049,0494 ","530351,3463 ","7,7725 ","0,2674 ","39048,1635 ","146031,1848 ",,,,"4920,0817 ","0,0277 ","0,2123 ","98295,6019 ","463101,6978 ","136962,5273 ",,,"645273,8241 ","0,0000 ","1,0000 ","0,3017 ","3675,6902 ","12183,2221 ","22428,6483 ","0,1262 ","10,1960 ","-0,0005 ","0,0000 ","-707,2541 ","-5283,4165 ","19938,0249 ","0,1122 ","1,1976 ","15,0000 ","19716,2088 ","0,1109 ","189,2370 ","0,0011 ","23980,7091 ","5041,6596 ","0,0284 ","1315,3169 ","0,0074 ","0,1349 ","0,1162 ","0,1173 ","2482,9793 ","0,0344 ","0,0209 ","96745,5346 ",,,"0,8336 ","0,2724 ","38340,9093 ","140747,7683 ","0,2135 ","177733,0569 ","0,0000 ","832471,9424 ","0,0000 ","813086,5293 ","0,1898 ","158016,8482 ","1,0238 ","177733,0569 ","0,0000 ","0,2824 ","0,2709 ","60,1396 ","18430,3888 "
1973Q4,,"15,6736 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,9692 ",,"989353,1468 ","0,2024 ","30950,5335 ","0,1686 ","152955,2487 ",,,,,"75895,3841 ","0,4135 ","6497,4970 ","4586,5258 ","0,0250 ","0,0354 ",,"-1299,5886 ","0,0000 ","0,0000 ","-0,0071 ","62275,5608 ","1161,7454 ","0,0063 ","75121,4396 ","0,4740 ","10116,2715 ","0,0551 ","41066,8050 ","0,2237 ",,,"25,8717 ","0,0259 ","0,0313 ","2461,3341 ","0,0134 ","0,2285 ","48572,2627 ","212584,5738 ","9962168,3277 ","91807,5835 ","118843,4193 ","116317,3184 ","114640,7216 ","7,2351 ","119510,8403 ","545844,3370 ","7,8656 ","0,2857 ","42226,2719 ","147785,5327 ",,,,"5141,1848 ","0,0280 ","0,2190 ","102430,8771 ","467702,4554 ","142475,8621 ",,,"650549,0576 ","-1,0000 ","-1,0000 ","0,2323 ","3598,4488 ","15492,9907 ","23280,6975 ","0,1268 ","11,0661 ","0,0007 ","0,0000 ","-2013,2318 ","-7167,6546 ","21026,4406 ","0,1146 ","1,2023 ","16,0000 ","20342,0308 ","0,1108 ","193,8068 ","0,0011 ","24901,5875 ","5137,2790 ","0,0280 ","1360,6272 ","0,0074 ","0,1357 ","0,1199 ","0,1212 ","2526,1009 ","0,0354 ","0,0213 ","100921,2986 ",,,"0,8676 ","0,2860 ","40213,0401 ","140617,8781 ","0,2181 ","183538,8902 ","0,0000 ","841567,6140 ","0,0000 ","820843,3180 ","0,1939 ","163196,8594 ","1,0252 ","183538,8902 ","0,0000 ","0,2927 ","0,2851 ","60,4972 ","18619,0460 "
1974Q1,,"25,5461 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","1,0127 ",,"996503,3644 ","0,2112 ","32822,2807 ","0,1713 ","155372,2071 ",,,,,"80095,8855 ","0,4180 ","6839,0261 ","5174,2302 ","0,0270 ","0,0357 ",,"-1667,3334 ","0,0000 ","0,0000 ","-0,0087 ","65561,8006 ","947,9678 ","0,0049 ","78008,1652 ","0,4723 ","9726,0250 ","0,0508 ","42548,3057 ","0,2220 ",,,"26,7559 ","0,0264 ","0,0364 ","2615,3011 ","0,0136 ","0,2391 ","50656,0348 ","211856,4058 ","10074403,0502 ","92017,1857 ","118981,5453 ","116391,8529 ","114710,5218 ","7,3021 ","119817,8808 ","558430,9968 ","8,4311 ","0,3334 ","48884,6524 ","146603,5221 ",,,,"5398,8494 ","0,0282 ","0,2271 ","106337,0917 ","468187,7670 ","147120,1330 ",,,"647749,9568 ","1,0000 ","0,0000 ","0,3998 ","5031,5540 ","12586,6597 ","24288,7178 ","0,1267 ","11,2103 ","0,0005 ","0,0000 ","-3207,7463 ","1896,8027 ","22029,2934 ","0,1150 ","1,2067 ","17,0000 ","20830,4067 ","0,1087 ","199,5110 ","0,0010 ","25989,9328 ","5261,3869 ","0,0275 ","1393,7278 ","0,0073 ","0,1356 ","0,1238 ","0,1253 ","2589,6924 ","0,0359 ","0,0218 ","105247,0076 ",,,"0,9042 ","0,3076 ","45676,9061 ","148500,3247 ","0,2255 ","191639,2149 ","0,0000 ","849899,8423 ","0,0000 ","827998,5686 ","0,2010 ","170808,8082 ","1,0265 ","191639,2149 ","0,0000 ","0,2989 ","0,3056 ","59,4910 ","18484,9732 "
1974Q2,,"26,1338 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,9949 ",,"997644,2106 ","0,2194 ","34417,1414 ","0,1732 ","156853,0178 ",,,,,"82998,8376 ","0,4177 ","7193,0083 ","4668,6067 ","0,0235 ","0,0362 ",,"-2059,3820 ","0,0000 ","0,0000 ","-0,0104 ","66107,1571 ","716,3941 ","0,0036 ","81563,4043 ","0,4737 ","10220,9188 ","0,0514 ","44638,0602 ","0,2246 ",,,"27,6552 ","0,0290 ","0,0373 ","2775,7761 ","0,0140 ","0,2499 ","51542,8021 ","206226,2583 ","10179885,2781 ","92117,0046 ","118909,3115 ","116279,6393 ","114663,6305 ","7,3223 ","118576,9720 ","575169,6451 ","9,1545 ","0,3655 ","53438,0889 ","146206,4998 ",,,,"5665,4496 ","0,0285 ","0,2358 ","111420,0262 ","472614,6562 ","154790,9348 ",,,"656582,7249 ","0,0000 ","0,0000 ","0,4156 ","6956,8710 ","16738,6483 ","25325,6353 ","0,1274 ","11,4485 ","-0,0016 ","0,0000 ","-5622,7678 ","-994,8697 ","23118,5595 ","0,1163 ","1,2110 ","18,0000 ","21863,7889 ","0,1100 ","205,2629 ","0,0010 ","27109,9326 ","5384,7082 ","0,0271 ","1449,6643 ","0,0073 ","0,1364 ","0,1301 ","0,1309 ","2629,6722 ","0,0357 ","0,0221 ","110743,1269 ",,,"0,9524 ","0,3293 ","47815,3211 ","145211,6301 ","0,2334 ","198714,0728 ","0,0000 ","851437,7108 ","0,0000 ","834483,9571 ","0,2077 ","176850,2839 ","1,0203 ","198714,0728 ","0,0000 ","0,3117 ","0,3215 ","60,2053 ","18631,5884 "
1974Q3,,"25,9934 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,9959 ",,"1007770,5378 ","0,2270 ","35901,2560 ","0,1733 ","158133,7046 ",,,,,"86007,6186 ","0,4151 ","7600,5232 ","3240,0648 ","0,0156 ","0,0367 ",,"-3278,6170 ","0,0000 ","0,0000 ","-0,0158 ","70371,9954 ","-268,7055 ","-0,0013 ","84619,7636 ","0,4753 ","9236,1122 ","0,0446 ","45137,3681 ","0,2179 ",,,"28,4652 ","0,0310 ","0,0310 ","3009,9115 ","0,0145 ","0,2615 ","53977,1881 ","206419,5441 ","10284505,9694 ","92021,5572 ","118993,9641 ","116163,4514 ","114753,3377 ","7,3796 ","118412,7942 ","592666,0285 ","9,7372 ","0,3790 ","57053,3870 ","150532,4819 ",,,,"5959,8054 ","0,0288 ","0,2432 ","115669,1330 ","475681,8127 ","160940,1621 ",,,"661855,9859 ","0,0000 ","1,0000 ","0,4132 ","7229,3280 ","17496,3834 ","26814,3651 ","0,1294 ","11,5070 ","-0,0034 ","0,0000 ","-5588,5180 ","-493,3890 ","24052,9942 ","0,1161 ","1,2152 ","19,0000 ","21784,5746 ","0,1051 ","216,6208 ","0,0010 ","29013,7445 ","5791,4034 ","0,0280 ","1450,7153 ","0,0070 ","0,1400 ","0,1342 ","0,1351 ","2830,5126 ","0,0356 ","0,0238 ","115031,8170 ",,,"0,9903 ","0,3430 ","51464,8690 ","150039,0930 ","0,2417 ","207188,3871 ","0,0000 ","857238,0559 ","0,0000 ","841260,9527 ","0,2163 ","185403,8124 ","1,0190 ","207188,3871 ","0,0000 ","0,3229 ","0,3343 ","60,1621 ","18695,6212 "
1974Q4,,"26,5446 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,9810 ",,"983275,1875 ","0,2354 ","37605,8891 ","0,1784 ","159720,6902 ",,,,,"89588,7163 ","0,4251 ","7865,8105 ","1906,7289 ","0,0090 ","0,0373 ",,"-5352,0571 ","0,0000 ","0,0000 ","-0,0254 ","69009,9266 ","-2104,7652 ","-0,0100 ","86765,3623 ","0,4796 ","6720,4120 ","0,0319 ","44326,3010 ","0,2103 ",,,"29,3837 ","0,0340 ","0,0349 ","3247,2919 ","0,0154 ","0,2704 ","54165,0865 ","200346,6244 ","10382007,5341 ","91815,2639 ","119283,4692 ","115854,6076 ","114775,0958 ","7,2814 ","113853,9928 ","599505,2235 ","9,5622 ","0,3885 ","54268,6535 ","139696,5378 ",,,,"6126,6773 ","0,0291 ","0,2518 ","118628,7958 ","471105,1862 ","165374,7154 ",,,"656745,1487 ","-1,0000 ","-1,0000 ","0,4256 ","2910,6957 ","6839,1950 ","28110,7555 ","0,1334 ","10,6440 ","-0,0084 ","0,0000 ","-2552,2050 ","5566,9538 ","24212,7629 ","0,1149 ","1,2193 ","20,0000 ","21712,8931 ","0,1030 ","228,7734 ","0,0011 ","31048,3804 ","6373,5002 ","0,0302 ","1541,1153 ","0,0073 ","0,1473 ","0,1423 ","0,1403 ","3428,8616 ","0,0378 ","0,0287 ","120035,4424 ",,,"1,0361 ","0,3560 ","51716,4485 ","145263,4916 ","0,2498 ","210758,2620 ","0,0000 ","843578,6497 ","0,0000 ","847662,2429 ","0,2241 ","189045,3689 ","0,9952 ","210758,2620 ","0,0000 ","0,3378 ","0,3460 ","59,3021 ","18330,6559 "
1975Q1,"868,9943 ","25,5661 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,9417 ",,"968946,0606 ","0,2400 ","38789,5765 ","0,1811 ","161606,9306 ",,,,,"93850,3773 ","0,4381 ","8098,0966 ","1918,6646 ","0,0090 ","0,0378 ",,"-7443,8520 ","0,0000 ","0,0000 ","-0,0348 ","69473,6440 ","-3970,0476 ","-0,0185 ","88339,6368 ","0,4820 ","4265,9551 ","0,0199 ","43055,5316 ","0,2010 ",,,"29,8528 ","0,0320 ","0,0233 ","3473,8044 ","0,0162 ","0,2762 ","54552,5586 ","197504,7089 ","10475692,1676 ","91484,0677 ","119260,7303 ","115417,1514 ","114626,2629 ","7,2407 ","110763,2964 ","593198,2685 ","8,8742 ","0,3835 ","51099,9796 ","133240,7173 ","-16766,3333 ","1555,8440 ","0,0073 ","6266,9870 ","0,0293 ","0,2578 ","122226,2933 ","474199,6231 ","170799,9847 ","-1905,7970 ","-0,0089 ","662650,2873 ","1,0000 ","0,0000 ","0,1072 ","-676,1094 ","-6306,9550 ","29296,7586 ","0,1368 ","8,8008 ","-0,0107 ","0,0000 ","-686,8497 ","8701,0357 ","24287,4675 ","0,1134 ","1,2234 ","21,0000 ","21311,5567 ","0,0995 ","240,0656 ","0,0011 ","32974,0958 ","6936,8013 ","0,0324 ","1659,3381 ","0,0077 ","0,1539 ","0,1477 ","0,1437 ","3843,5789 ","0,0389 ","0,0322 ","123420,2685 ",,,"1,0693 ","0,3552 ","50413,1300 ","141941,7529 ","0,2563 ","214205,4693 ","0,0000 ","835705,3433 ","0,0000 ","853052,9943 ","0,2308 ","192893,9125 ","0,9797 ","214205,4693 ","0,0000 ","0,3485 ","0,3441 ","59,0939 ","18160,2455 "
1975Q2,"27,9554 ","24,4351 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,9288 ",,"975552,2393 ","0,2490 ","40745,8939 ","0,1846 ","163648,5528 ",,,,,"101936,5272 ","0,4619 ","8459,6680 ","4095,4126 ","0,0186 ","0,0383 ",,"-9724,7774 ","0,0000 ","0,0000 ","-0,0441 ","71669,7436 ","-5964,2538 ","-0,0270 ","91471,6469 ","0,4849 ","1834,8447 ","0,0083 ","42580,7386 ","0,1929 ",,,"30,5862 ","0,0296 ","0,0230 ","3760,5236 ","0,0170 ","0,2811 ","54751,5650 ","194782,2688 ","10565717,5148 ","90942,9277 ","118956,4654 ","114668,6931 ","114106,4796 ","7,3256 ","110433,2270 ","587691,3894 ","8,5184 ","0,3807 ","51598,5064 ","135531,9581 ","-16738,3779 ","1085,0793 ","0,0049 ","6505,8718 ","0,0295 ","0,2638 ","126833,7912 ","480880,3971 ","177261,5764 ","-1940,4675 ","-0,0088 ","672073,3995 ","0,0000 ","0,0000 ","0,1047 ","-576,4230 ","-5506,8791 ","30963,4115 ","0,1403 ","7,0448 ","-0,0124 ","0,0000 ","-1057,1239 ","6215,9415 ","24716,1094 ","0,1120 ","1,2275 ","22,0000 ","21406,4176 ","0,0970 ","255,3556 ","0,0012 ","35462,9058 ","7624,4811 ","0,0345 ","1787,6423 ","0,0081 ","0,1607 ","0,1519 ","0,1482 ","4287,7723 ","0,0408 ","0,0360 ","127621,5420 ",,,"1,1130 ","0,3566 ","50541,3825 ","141747,8996 ","0,2627 ","220697,7032 ","0,0000 ","840020,2812 ","0,0000 ","856655,9482 ","0,2372 ","199291,2856 ","0,9806 ","220697,7032 ","0,0000 ","0,3610 ","0,3479 ","59,1019 ","18250,6854 "
1975Q3,"-795,2170 ","24,3390 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,9561 ",,"987139,6796 ","0,2555 ","42474,8609 ","0,1870 ","166265,2436 ",,,,,"108567,4641 ","0,4779 ","8711,9628 ","6029,9414 ","0,0265 ","0,0383 ",,"-10530,4619 ","0,0000 ","0,0000 ","-0,0464 ","73410,1698 ","-6520,1878 ","-0,0287 ","95252,3912 ","0,4905 ","1149,3304 ","0,0051 ","43624,1913 ","0,1920 ",,,"31,1165 ","0,0259 ","0,0221 ","4010,2741 ","0,0177 ","0,2857 ","55856,5493 ","195522,0826 ","10655582,4222 ","90909,6992 ","118834,4248 ","114484,7471 ","114015,9565 ","7,4029 ","110821,1844 ","582785,1096 ","8,3537 ","0,3862 ","53914,2066 ","139615,6155 ","-17533,5949 ","1402,4206 ","0,0062 ","6788,7729 ","0,0299 ","0,2697 ","131249,2578 ","486733,9621 ","181566,1100 ","-3405,7270 ","-0,0150 ","673332,5097 ","0,0000 ","1,0000 ","0,0386 ","-189,4226 ","-4906,2798 ","32432,0070 ","0,1428 ","6,3728 ","-0,0103 ","0,0000 ","-2197,6376 ","3909,0556 ","25723,0760 ","0,1132 ","1,2316 ","23,0000 ","21930,6977 ","0,0965 ","277,5010 ","0,0012 ","37300,7254 ","8100,3366 ","0,0357 ","1939,3628 ","0,0085 ","0,1642 ","0,1556 ","0,1523 ","4349,6777 ","0,0405 ","0,0366 ","131852,7401 ",,,"1,1517 ","0,3603 ","51716,5690 ","143524,6711 ","0,2681 ","227193,6077 ","0,0000 ","847524,0640 ","0,0000 ","862083,5410 ","0,2422 ","205262,9100 ","0,9831 ","227193,6077 ","0,0000 ","0,3701 ","0,3577 ","59,3255 ","18407,0110 "
1975Q4,"-1795,1580 ","25,3262 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,9602 ",,"1000806,7353 ","0,2618 ","43726,3182 ","0,1866 ","167041,2638 ",,,,,"113078,3563 ","0,4825 ","8827,4802 ","7718,6854 ","0,0329 ","0,0377 ",,"-9585,3363 ","0,0000 ","0,0000 ","-0,0409 ","75436,3659 ","-5373,3209 ","-0,0229 ","99684,3257 ","0,4970 ","2844,7442 ","0,0121 ","46571,0624 ","0,1987 ",,,"31,6969 ","0,0228 ","0,0217 ","4212,0153 ","0,0180 ","0,2915 ","57909,0564 ","198686,2974 ","10747712,8954 ","91106,7796 ","119165,0682 ","114443,6769 ","114049,0487 ","7,4839 ","111512,0540 ","578284,1886 ","8,2324 ","0,3964 ","57208,8911 ","144327,0003 ","-19328,7529 ","2184,4706 ","0,0093 ","7116,7996 ","0,0304 ","0,2756 ","135951,6817 ","493340,7413 ","187067,7615 ","-2922,7540 ","-0,0125 ","678830,5005 ","-1,0000 ","-1,0000 ","-0,1710 ","769,6797 ","-4500,9210 ","33634,3789 ","0,1435 ","6,5891 ","-0,0067 ","0,0000 ","-3979,6286 ","1912,3535 ","27361,8423 ","0,1167 ","1,2358 ","24,0000 ","22946,1400 ","0,0979 ","307,3909 ","0,0013 ","38332,8519 ","8317,7741 ","0,0355 ","1943,2311 ","0,0083 ","0,1636 ","0,1588 ","0,1561 ","4721,3914 ","0,0429 ","0,0396 ","135994,6015 ",,,"1,1883 ","0,3640 ","53229,2624 ","146239,3537 ","0,2737 ","234377,1073 ","0,0000 ","856479,7350 ","0,0000 ","868105,2033 ","0,2469 ","211430,9673 ","0,9866 ","234377,1073 ","0,0000 ","0,3811 ","0,3648 ","60,0740 ","18643,2887 "
